Fecha,Índice general,"1. Alimentos, bebidas y tabaco","1. Alimentos, bebidas y tabaco, 1.1. Alimentos",1.1.6. Frutas y hortalizas,046 Aguacate,047 Durazno,048 Guayaba,049 Limón,050 Manzana,051 Melón,052 Naranja,055 Papaya,056 Pera,057 Piña,058 Plátanos,059 Sandía,060 Uva,061 Calabacita,062 Cebolla,063 Chayote,064 Chile poblano,066 Chile serrano,068 Ejotes,071 Jitomate,072 Lechuga y col,073 Nopales,077 Papa y otros tubérculos,079 Pepino,080 Tomate verde,082 Zanahoria,065 Chile seco,069 Frijol
Dic 2006,64.2729807,52.10550368,52.22331941,62.70671828,27.62391859,76.36832967,44.85640724,42.78111612,51.52059767,56.80600752,25.33793968,33.83563194,44.37245503,49.07677198,44.29783935,59.98850869,84.37650252,83.66177723,176.3525917,59.52045303,92.53227744,90.67157852,41.35817333,80.11837532,39.25965831,89.71105348,40.83109842,42.9884888,89.23438473,63.39957348,45.7027492,54.71538266
Ene 2007,64.45290885,52.56644288,52.76056675,59.91067701,30.06298535,75.6957451,44.09585745,49.00664598,45.19945173,68.63601556,21.89859887,36.21322182,44.4089472,47.4645713,46.81938083,64.83087469,84.09512363,95.72181043,214.7408847,56.2118551,77.70636645,61.77205697,54.78501404,67.58000995,42.36278421,97.48302431,42.30804415,45.03825532,51.67913175,63.22241296,47.03007964,54.35904157
Feb-07,64.53123051,52.41992718,52.5718906,57.93512388,31.27814688,64.31677354,46.47250133,64.79347187,40.37803307,85.08696156,24.83179921,36.44825459,47.96287938,45.92488943,55.03610036,80.67689585,72.55569347,97.75429147,196.6227048,75.30577032,63.08969349,57.02509655,60.7308018,58.74584394,43.52839822,65.11610593,46.13760063,63.56011,43.184074,79.89589878,46.99747181,54.47318582
Mar-07,64.66088462,52.20196994,52.29087507,54.40155493,32.86182353,55.67011431,48.63422013,94.02079565,43.06378977,68.5763468,22.80547069,37.3648411,50.74878648,47.43704101,57.29471325,89.5192456,56.0334921,88.9255157,210.6887783,57.58424276,62.32839424,62.61618173,81.42882265,38.49458372,45.30788799,43.70464588,39.74016865,77.39032758,42.25120205,85.77133425,48.35088852,54.47318582
Abr 2007,64.70427906,52.50307384,52.61066515,55.4321792,37.07522232,49.21809952,50.57923271,114.8548892,46.83580384,53.76764757,27.06570716,40.70651972,50.29567533,45.73519901,54.32611275,88.11566983,51.97401044,57.59789007,167.9726673,50.42781292,62.36792455,66.84673642,59.88948561,50.44209057,41.33483693,41.28381671,38.74626451,58.25217339,44.22997647,66.99231893,49.35060619,54.47318582
May-07,64.8736232,52.82960607,52.92885628,54.65590625,39.28140801,46.87354767,52.38769068,42.40195737,46.74097541,48.88159049,33.30310085,42.95275561,48.89511925,50.74537618,50.30097351,73.62941819,51.58210708,52.08605183,59.40303989,69.51029157,70.89215885,69.76442883,46.80300384,63.75529662,43.76677057,36.50607879,36.82070564,51.07662099,34.8069826,50.79844859,51.57215838,54.72065823
Jun-07,64.94189005,52.56200302,52.63824704,53.14666389,50.17179739,45.9526165,52.29922704,28.99091603,42.56313165,54.8579584,39.36971998,39.76845394,49.20124803,48.67321821,53.98559208,72.32233456,49.89093793,52.79756921,46.90500862,74.23130514,65.36745722,65.81855936,54.79322645,55.37863039,45.94533316,34.85981469,38.3258201,46.77165477,31.75318431,53.53977456,51.09339873,52.56822377
Jul-07,65.27951993,53.41647612,53.54445219,57.92828648,52.81388868,44.62393719,52.02611783,37.6231976,43.89387556,53.98665901,45.82970948,40.48511802,48.00781882,52.07052322,59.78248409,72.48157618,45.93715434,72.32741725,42.30573737,53.75299387,51.97554231,63.21071039,63.29125,72.7674002,49.41753445,36.37573127,43.75438681,50.09967213,32.19148605,54.65984865,51.09339873,51.55195626
Ago 2007,65.53141934,53.95733298,54.10328536,59.1658561,60.62436181,45.40195663,46.95281732,39.0967807,42.75368734,67.72810126,48.03711793,37.70479184,41.0759954,58.07044792,61.81595935,61.97222121,37.85438898,69.16246877,44.9042378,50.35576257,52.40628638,76.54126104,64.9871135,71.98273706,49.92320524,42.0878353,42.79595441,57.24052915,44.98614569,54.54737503,52.8277516,52.89866659
Sep-07,66.05321097,54.98859362,55.26172493,65.85329032,49.44628325,47.83695261,46.68089554,44.16179778,43.29299592,74.67951081,53.62615716,47.60673496,37.68492644,58.62944711,76.01932974,65.61701919,40.58709439,71.11001475,39.85307658,53.87307779,61.4907606,96.80422767,64.85662737,94.4478278,51.54360155,51.38574945,42.82899181,58.45669352,55.32029386,57.50840336,52.8277516,53.83052491
Oct-07,66.10454341,54.44894764,54.64013296,63.2865299,41.59806292,59.97295658,46.34485246,41.96464081,44.55093317,74.4571091,43.70857164,59.229498,43.51286162,62.60018794,76.35623212,81.71699818,46.92994399,66.49670002,55.09757696,51.31814942,70.77084169,75.68985363,57.99789291,87.10591956,52.23461353,53.303362,40.17869668,51.61074723,45.42790251,60.69204787,52.25730641,53.93076083
Nov-07,66.33792081,54.92764632,55.07504747,64.26701324,38.3087243,73.66000252,46.55502781,51.82503417,45.56842868,85.88096279,30.19559268,56.12698278,45.41856399,65.61911933,78.77284339,63.61081157,68.09369038,117.9792659,58.32042008,76.69931562,62.17231767,113.0259884,69.02533998,83.9049322,54.14748469,64.30456729,37.74749169,58.50554096,44.75070658,70.08913147,53.60266706,54.06217059
Dic 2007,66.60781303,55.36880792,55.50316644,64.70323944,36.57213948,75.62978584,45.11289242,74.95182963,49.92694082,58.80355459,27.11016743,55.28887822,45.02154266,61.40497044,74.65684503,63.10881568,90.79174806,59.94552488,76.09475917,75.4452964,75.70190711,90.34452155,50.4132723,88.67146797,53.93964543,68.78839662,45.61595745,57.79017701,42.67963213,71.08216282,53.50944703,54.55855421
Ene 2008,66.88405566,55.50725113,55.60230137,59.7657241,40.51469673,76.62167319,49.95998725,91.32287722,47.1728717,64.65990693,22.25781433,51.2908427,43.16922699,58.57270786,69.44048649,77.7152385,93.69965164,72.36466947,69.66237947,52.68596246,71.09049196,49.91193855,52.77434134,74.49653028,51.84411141,72.00321765,43.23378692,55.39163061,46.40124828,64.02021807,53.76800793,55.33646167
Feb-08,66.79991279,55.01442559,55.03187581,54.72519192,42.30395704,57.25963251,48.29817705,80.29819459,49.52650421,65.09589565,23.01805558,48.81040017,41.36286443,52.82424887,64.86295598,61.92249521,88.53202946,68.39507307,63.10811189,56.55152105,62.42244911,50.18867906,51.02509715,52.30949061,51.77286754,64.11029935,42.64433012,66.05361218,75.47871891,46.61361403,51.75476222,54.84343524
Mar-08,67.28254359,55.95850334,56.01163268,58.77475675,45.40455961,60.23629392,50.401118,81.19246542,47.85869244,67.39314258,24.07774118,42.80033541,41.24527854,54.98201933,61.00023746,60.80602793,63.20262069,102.7997319,55.05872188,54.69936953,63.67446946,60.88820869,55.86540273,72.9358931,46.90042956,54.37684902,36.48754953,60.80913159,99.39183017,37.08482556,51.75476222,54.60315679
Abr 2008,67.7762876,57.38571964,57.58619909,64.74973377,52.99963907,61.51250565,51.91865529,42.56774491,48.08025838,58.76490551,24.53677143,51.17890266,43.41926595,50.65271325,64.87863521,66.22912267,79.43813415,100.9162598,68.3237419,63.6107401,72.47132658,74.29754432,62.44400262,90.57513554,46.9604244,63.41030811,36.57553334,62.61420438,99.51473235,41.72421673,51.63699042,54.24441772
May-08,67.99855178,57.57865216,57.8084532,61.45501803,53.60295461,45.22656496,56.49739063,43.67689755,48.19441202,49.79357311,27.20851003,53.93981489,43.75614277,47.3188622,60.94998352,59.87248134,84.34126983,70.7985862,63.58076006,81.10868283,71.44081229,73.98505264,65.60486953,77.94345684,44.42189278,66.30176702,39.50473369,47.85588539,74.77486949,44.73011795,52.46906548,56.22131942
Jun-08,68.03083301,57.25534892,57.46347965,59.31126483,58.23157269,45.82519521,56.60782175,40.36907734,56.58964885,47.31053939,26.95970915,51.81088885,46.72282128,66.38862453,62.39528672,62.27235319,71.31241387,59.25337866,48.16806506,102.6231468,67.06112655,72.00748349,53.81549294,67.95515222,48.16192818,51.33686913,40.17000263,45.26286226,52.17616988,55.55089615,53.3448734,58.79532025
Jul-08,68.32136405,57.41720236,57.60298807,59.74202111,58.72143335,44.17921188,45.3052563,34.53252508,58.22555153,51.32055071,24.98932402,47.98179605,50.95827858,59.48020024,57.0080648,56.31174399,46.57423861,61.37750016,45.74680769,79.62536049,75.56695881,75.24097787,41.89426147,74.24832437,48.30762993,44.3494901,39.41987973,43.74311331,49.13717908,55.08526701,55.80618904,57.79919584
Ago 2008,68.97386818,57.77481368,57.89999311,59.09064469,56.11090469,36.77228691,39.3651309,35.47891136,60.28705856,54.0693816,25.84702454,58.61568658,51.26508315,61.16827709,53.70738629,50.32863969,42.99836182,65.05429412,66.75250608,64.04532953,67.78016926,75.67793657,45.01224134,66.3986707,46.17567048,51.37070936,37.44459089,50.787645,48.28624192,52.7244865,57.49949441,60.34394121
Sep-08,69.63166433,58.5784301,58.83697805,59.12072925,52.91049594,46.38035231,43.32758936,39.98236563,66.84684854,57.78104916,26.98856417,61.02797374,54.26014446,67.70437098,54.47808065,60.15307809,47.91501141,76.96680853,98.3028362,57.19368411,75.77551527,75.45747105,60.52047275,56.22600614,47.42752707,53.97013969,36.64195591,47.64086534,49.1105256,68.07567883,60.51667763,62.79900181
Oct-08,70.03438586,58.79679096,59.03604738,60.07659794,46.25568451,54.39090444,43.50214177,41.20745625,62.39755279,70.10400245,26.80748424,65.17140739,53.91819928,69.78559381,52.43375054,62.83473066,52.24911501,81.18226957,110.5656079,60.77618774,83.91262515,75.95732532,64.22837769,59.14365342,50.82312782,50.20384839,38.48439963,67.76601178,47.68505777,72.52392312,61.80794765,64.26992794
Nov-08,70.50272825,59.78890003,60.13132841,66.57668737,40.75056346,54.09208901,40.72770839,40.61114981,61.68926086,66.95308554,23.72647557,65.41098385,54.19628316,64.88990236,51.13237462,63.13841449,57.35544196,82.60753945,104.428101,59.50672915,75.59490265,109.8514172,53.78538075,86.86224709,45.9715809,56.83402509,40.53967376,78.06003971,65.58879548,73.98549743,61.50642113,64.67470839
Dic 2008,71.36638336,61.39572924,61.82101926,68.55998955,38.1312911,57.52596801,45.38600163,48.79705125,58.85609314,57.6420481,24.81295512,58.30712861,57.10923708,59.58595685,56.21847496,67.83752223,62.4275015,87.42723147,80.77972452,54.29394334,88.08920689,92.45185419,44.34977327,99.13162827,45.09147804,65.25084015,40.22877443,78.07190919,80.436267,66.95910133,62.19080192,64.75288282
Ene 2009,71.44417583,61.63588583,62.04407284,64.92340376,35.76324027,61.21319053,52.94993943,74.54057079,56.87098816,67.74437455,21.81262271,52.82082757,55.65495641,54.25213089,67.18911016,85.30555841,71.90992169,101.1405181,57.75249711,59.73374494,74.99990332,82.11910505,56.46855892,77.18221649,47.68464781,67.62216232,42.6610227,70.66079342,66.10458976,67.83849353,60.04175419,67.94508508
Feb-09,71.22455764,61.16808501,61.46765122,58.5933377,34.24418173,49.80173902,50.54895321,84.39794297,54.38837102,70.39420956,23.78389116,53.35078723,57.41367641,53.26809087,77.13416305,63.85766568,82.99084423,96.94591833,49.67436498,74.59784701,59.26888454,73.7023536,57.04799035,44.03067116,47.19611841,63.80761737,45.69837707,89.10777912,51.33263646,61.94907171,60.28036677,73.74246202
Mar-09,71.59870235,62.12911499,62.46059943,61.23667702,36.33733905,48.96175785,52.92440965,96.49023695,52.99965143,59.47482804,24.75671729,53.64406187,58.78111923,56.24471962,82.95115663,70.35756527,84.50826313,101.8572508,50.11028711,65.661316,64.71111776,73.29849783,57.54803512,54.40091821,52.04712966,60.68993031,40.39083158,98.88822412,50.6065758,63.62685178,59.19778686,75.63735251
Abr 2009,71.896113,63.12162769,63.48952402,67.84935565,42.9482187,49.95664334,51.81950477,71.82301466,49.3112302,55.70213562,24.75053407,47.92024968,61.11898353,54.17625473,80.13010169,64.44964196,87.59715656,84.54539986,50.50895094,77.86412965,79.07220683,75.22508847,54.66684653,85.93024711,52.95990828,51.68592475,41.59895719,122.1533025,62.17270724,62.21306419,60.99735538,77.35047548
May-09,72.1395452,63.59023575,63.89086057,68.15612705,50.68916872,50.26645198,64.56479932,43.41556502,47.99172189,56.88398373,26.00042721,46.03172624,62.20462568,53.08578663,77.4208115,63.88489659,86.21391147,79.03356161,46.23382692,90.31454492,109.4703338,95.72441003,63.89075623,80.94648394,53.05311455,55.03798668,52.3423724,54.24896567,58.08238457,64.5621894,59.73063714,78.05068811
Jun-09,72.33587856,63.76137255,64.0591501,68.29196343,53.68335403,51.03247883,68.62759574,41.31810716,47.4672443,53.56287527,30.37166715,46.39893913,66.71951842,51.6065371,73.6043266,65.77211698,71.29069509,70.61307016,43.68110098,81.33512679,87.86292994,84.4071797,53.65078841,82.184869,50.48619252,55.19590771,62.70881347,55.36469604,63.05967597,70.472008,58.94267855,79.3647858
Jul-09,72.46712027,63.74563119,64.01318028,69.1913096,63.18669346,53.5664137,61.92217082,42.46313637,49.78806887,55.23766863,34.2450109,48.03095053,66.76074106,59.15520852,68.81130721,67.89908777,71.20912899,78.0106157,47.13441331,78.03853725,68.20955021,78.48771343,47.22046822,84.38547698,53.58878275,56.83089174,63.08022342,53.38386376,49.35040696,72.39688038,63.41800714,79.23673321
Ago 2009,72.85925779,64.08790479,64.34856013,70.17224876,58.10254975,54.82163839,55.25533742,42.88308112,52.94167576,62.70439922,35.97483945,49.50517191,63.45177948,60.19968089,63.76339987,73.52523037,61.19435733,68.53812159,57.84032025,67.55235184,63.67719568,87.56387528,40.76779201,88.62802249,51.9657081,55.24604137,61.87522767,50.38362643,45.15149601,61.30103716,63.35739494,78.46458092
Sep-09,73.31331177,64.86165299,65.29633798,78.37804188,46.26975974,60.16433837,50.31443551,47.07195447,53.83378203,79.49844054,33.94644985,56.34136241,63.33453148,63.4378474,60.5487561,70.17760448,60.19818919,61.70606473,64.84328424,58.37050653,76.96755859,128.9703465,63.53442871,118.2725732,53.56789169,55.01667987,68.81899394,52.81093347,53.37853817,64.14026763,62.72825566,80.64195446
Oct-09,73.35935221,64.59404993,65.0457025,74.61245712,45.01791731,63.51077138,48.9963867,48.30157687,54.86386141,81.9190933,30.88693522,56.19968185,62.61077005,76.55670238,58.49960161,66.24214615,66.29923636,64.80842948,77.4946068,55.15740391,65.51126576,92.34327657,52.89114011,104.84792,52.54476542,58.38190188,68.99496158,52.38089337,57.21812066,64.26323102,62.67915211,80.33261395
Nov-09,73.28155974,64.53956062,64.88141035,68.87314253,38.51260188,74.01728184,48.00131921,47.11651696,53.45087294,70.81256888,28.4866693,51.09629009,59.94819298,74.99016169,58.61377856,61.47792102,87.10003777,85.43572788,70.70348288,49.4700007,74.1016111,72.27296901,55.91604595,84.53016931,58.26570184,63.60394937,61.04511948,47.9540368,50.80104752,66.01385671,61.40936489,81.19205302
Dic 2009,73.48265591,64.53633163,64.88780615,68.74733435,36.1185332,72.08247691,50.54539091,60.14877719,55.82472952,66.95172943,25.89354589,50.63613805,59.32140612,68.37248414,62.72816879,55.67181763,113.8324798,70.79560603,72.24384753,59.34890457,88.28890311,66.50511416,54.62304699,82.52449931,57.64700506,66.82942381,60.92548931,47.51030115,46.91605539,62.68860033,61.80641316,81.81217284
Ene 2010,74.13516005,65.57727926,65.65210445,69.13569874,36.08099925,75.0946164,56.73606433,64.45472147,56.6188614,83.85764967,25.54728574,50.31807964,57.06666288,65.23604541,59.19712624,70.73643009,127.4231283,114.0655478,95.13055791,93.30920917,92.30054804,57.80301544,74.26714136,76.91701017,54.74582607,70.97171757,65.81780684,52.97345393,45.8010513,61.59533343,60.66130294,81.83039755
Feb-10,74.34260662,65.57808651,65.58334958,67.81152203,37.28997621,65.15025872,56.60010344,54.89871252,53.17672442,86.00030029,26.04400417,55.38099124,55.896886,61.14376842,63.36900698,81.87564782,114.566092,97.89063459,130.6451714,106.8649683,78.68235618,69.34004925,67.136941,60.90829546,50.2944233,72.90311687,70.28237695,52.05630896,57.25020356,53.47567043,62.73285912,80.43141107
Mar-10,74.81041981,66.57302095,66.69901723,76.45445301,38.58724325,62.14461521,56.36974176,57.80962451,52.5668563,74.89241976,26.04547636,51.74686411,56.81594813,55.40471001,65.5564603,83.21706608,94.54330566,87.06513991,176.0837997,121.7805349,70.65497699,95.90515204,72.30391816,94.6964115,51.71662238,71.35837343,65.27912331,86.14725887,69.43676889,54.52173338,63.55956348,77.74758237
Abr 2010,74.50030835,66.05799606,66.11859823,71.87931993,42.71192545,63.33537972,58.05292572,60.86593104,50.90623531,66.2418069,29.81458874,55.38512187,55.98271018,53.44032305,62.40815173,78.2444653,97.26008396,67.02270134,172.5682127,79.47782882,61.98352636,101.663076,57.53389152,80.27742356,51.1654198,59.87275163,55.16133215,70.03079836,64.9713231,53.3964144,65.1289591,73.32425283
May-10,74.51459676,65.8150141,65.84997456,68.43737216,44.61144172,58.83515936,63.79949981,60.01244621,55.25575898,58.07193433,34.90249297,56.34218854,58.99567969,52.9122115,63.12899418,66.34455804,93.92311377,69.25857949,95.77885237,80.54085743,78.53036895,117.5564556,53.54767699,73.31632439,51.45575197,57.28021468,51.63050334,55.70023689,54.54240698,54.3206795,66.9975795,72.34155715
Jun-10,74.28174857,65.09010447,65.08687548,62.76050584,49.23216915,55.83900999,61.47747777,57.26014644,53.72816744,65.53188437,39.73217427,58.89533014,64.34718928,55.3378987,62.11024639,67.37755666,75.60983685,67.96145725,66.65510224,114.8454026,82.54133232,94.73661855,53.79176819,53.97968595,49.89213648,56.15471398,51.5519091,61.68564645,47.22750629,51.16209388,66.20003037,69.56564569
Jul-10,74.44844671,65.25760864,65.26435897,65.79448867,56.93451892,45.09564583,63.80424953,52.89604435,54.52229931,61.08791849,44.1101863,57.72347078,66.56611613,60.88659521,62.36593842,60.6521141,60.29761295,89.27270638,74.28560248,81.13784606,61.81450021,77.7647454,57.78802011,64.53051508,44.48992265,55.11193383,53.20030155,63.74682593,49.53994284,56.24438635,66.44209555,71.22169653
Ago 2010,74.78343058,65.65316067,65.71126561,66.18330889,58.59113084,47.3232699,65.51177584,43.66481281,51.89946194,62.83458558,44.72821355,56.11583009,66.59483682,59.14245058,61.90279815,61.23580272,55.23810204,95.49233677,76.06867836,65.54637853,58.02367977,72.59208127,65.87268548,68.12817857,51.69519565,57.1467338,52.4240965,61.03282548,48.18209589,56.59579357,65.9848187,68.0021572
Sep-10,75.10306765,66.24769959,66.33645523,69.98991806,64.84010647,47.81896372,56.96820717,50.52101509,54.2427577,68.66652799,46.0243336,72.87874748,67.8960531,96.02565393,59.1633556,68.29334397,59.62240015,85.6711619,78.7858731,62.0307788,67.81969957,81.28557323,61.55158696,80.5418743,50.45137408,67.71866962,51.57799126,63.81986883,58.82769496,70.54427084,64.0037972,65.92501959
Oct-10,75.55500482,66.633161,66.63865685,72.45958739,55.43145495,51.9708992,50.05973148,57.68084649,55.1222801,72.74027638,37.81537702,88.53383025,71.6733309,107.2116811,58.23988927,81.35826055,62.41205703,86.03027328,69.61021784,71.08739373,78.12688717,113.4748641,59.62942583,90.93478856,57.89609078,68.2807933,50.15425313,54.24120486,54.37162725,95.85316658,67.052821,65.16245925
Nov-10,75.72011536,67.29510522,67.35618585,75.11249906,48.44822149,65.21471891,54.10115414,78.38200784,59.33967317,82.18489047,33.21594694,96.77319532,69.43784741,101.1738183,61.63986955,70.32086274,76.75996701,93.96201563,63.18369301,86.59937714,92.58271267,136.7674111,66.16331369,96.74326026,66.3039389,68.78839662,49.92368685,61.05793398,58.96688538,99.59335155,67.86916758,61.40241332
Dic 2010,76.04663203,67.78752713,67.67797462,75.15078851,44.88932089,80.79009848,58.10457898,145.3711261,60.22144269,77.1822081,30.96555041,97.59147287,71.61014538,87.84915759,65.0253767,73.91475076,95.46514729,124.4045285,71.12556621,127.0339205,92.18536489,98.88706414,70.3895132,93.17166407,70.24538554,76.9388766,52.07459557,64.84657817,74.83804812,94.43471688,65.05607101,61.78609148
Ene 2011,76.32818933,68.0261668,67.5404445,72.05880109,48.02414166,81.33477415,63.66648469,197.1019529,61.18562896,71.22429928,30.23603309,82.97712821,71.87039656,73.86221645,71.62463968,84.1506752,106.2484536,93.9423017,72.47469766,109.5005127,81.16680905,75.24945328,97.77760455,79.08140374,73.72430523,79.57165492,51.20401149,68.34602789,60.74218311,97.16652921,66.28538091,60.9840003
Feb-11,76.67205465,68.45727773,67.98480741,72.83233908,48.61333441,72.36827318,64.76213784,162.422684,57.61219449,71.45350911,29.94418712,83.24760368,71.25905957,72.74938153,78.86682941,64.33072732,123.7731959,73.0101564,66.20942901,95.24681412,64.3995554,63.4704773,70.48168437,95.19926653,75.08476259,66.77593837,46.7337303,78.28310704,55.78356113,127.7137901,65.45551084,61.95286406
Mar-11,76.95568636,69.58212254,69.13580247,72.32427567,58.14803356,73.33736762,63.27240096,89.27826812,54.06352101,71.51802181,31.18034802,75.53383316,71.37690767,66.34827456,78.67725349,67.28500355,100.9762887,75.6707583,53.79876485,85.84297642,61.43889915,65.42803262,52.91228766,93.37143749,73.18877587,58.86232546,51.58317107,121.5012695,61.09417712,119.9357279,66.92318785,70.79085303
Abr 2011,77.0403184,70.36794499,69.87572787,76.7015547,70.53049768,76.1832721,65.94564406,58.60379457,58.00957828,71.59923192,32.96368207,65.42469394,68.44838253,70.6822089,75.02726777,63.0103451,99.66804124,69.82740358,39.91775792,79.38333089,56.87436272,66.74989154,50.43477028,133.9240778,68.77970237,54.31272001,52.25826008,101.1259521,56.97809399,71.46432329,67.82581905,71.50639863
May-11,76.92900058,70.0991828,69.55366667,71.64456921,75.89107557,74.63237519,76.73588233,50.30752658,58.82125581,61.16031786,36.05134541,61.22235931,66.24241353,62.19296407,71.40974368,61.83210929,104.6206186,75.25951773,43.05873784,86.02460817,59.59342648,65.9141013,62.83794797,99.85954782,61.89371693,52.39109904,57.39746508,49.207786,49.83935593,63.90429334,68.8274316,69.66061622
Jun-11,77.08301565,69.73969631,69.19083824,67.48623041,87.35612083,65.31575535,72.78061208,47.04461742,59.58522312,65.82951949,43.26806615,59.11170162,65.93600849,73.29783219,69.94572415,62.56416331,90.67628866,72.12411988,46.57223495,117.5743372,54.57693756,73.12190674,67.33588928,65.26637146,56.49515541,54.78414936,57.45963081,48.49762667,52.64706984,61.3438368,67.43382671,67.86549744
Jul-11,77.33767422,70.37544851,69.9164951,71.1929573,115.4580144,57.35552194,68.14448063,49.61776357,62.66162589,65.55780718,47.19961777,61.02970485,65.47345472,88.58484632,67.13454697,66.00173735,81.67216495,80.24300579,56.88284297,109.0977003,57.72590735,89.00015051,82.20949762,70.65134698,56.41358471,58.15674245,54.29020607,51.5730213,70.70286463,66.00688223,67.81139793,67.03111122
Ago 2011,77.5984324,70.57258626,70.0938326,71.8970752,110.7238462,65.5802896,64.56321341,49.76197095,66.23445644,84.11924983,48.54989988,63.54749929,65.94558364,103.3326345,70.37811307,69.14791124,82.45670103,81.44681912,59.87739557,102.76549,59.89197233,81.44085279,73.39503504,67.9437411,58.31666454,66.78140196,56.36068454,58.88140707,70.68713724,66.51214819,68.02574826,70.46435407
Sep-11,77.63350514,70.44639081,69.99870904,70.5956395,73.3105548,69.0797493,56.1751288,61.66689833,66.11971036,92.63568539,46.01336588,64.94448135,67.34650286,110.9757223,69.74640974,78.93074311,71.90206186,98.09084678,65.02738874,74.45730189,69.69805532,75.64432876,63.69473244,71.59159628,62.67112114,61.29830395,51.67924538,67.91625271,63.20089871,71.36004702,69.39378843,70.78147087
Oct-11,78.16645826,71.09783217,70.62992179,68.72511176,56.83602595,74.04192781,59.65975765,68.21009104,65.26817367,103.4882397,37.93541044,63.8037392,68.92345766,114.1926286,59.82938167,73.47469004,71.98453608,87.45716244,71.01497656,58.56305844,66.34974876,72.03909798,61.22784514,65.90230771,59.07278943,62.55258701,51.63403394,70.19906539,54.1486613,76.68572079,68.0893323,73.5185579
Nov-11,78.38985635,71.50370401,71.11233413,69.48034115,50.10649412,79.92738275,61.91632624,68.8338314,66.43496011,89.05333303,35.10185698,72.79491316,65.28931707,131.6113883,65.58158257,75.30206112,85.43917526,83.50676055,86.97555498,60.82613154,61.7392822,79.56829309,61.04784245,60.99038293,56.29512987,64.20258974,50.19908447,74.52257424,60.18273732,71.99992416,69.54979876,76.04048087
Dic 2011,79.09893562,73.11900572,72.96112844,73.78209725,48.68193905,89.85779123,74.30988284,79.68413371,67.56369917,77.84709731,35.47647886,73.71358072,59.55600731,136.3470166,71.80967097,97.66169154,108.6680412,115.1909776,86.50744276,64.26248718,64.60624099,84.88494604,60.84728827,74.36064998,59.39552567,72.62119403,50.19189174,70.33005851,66.76202958,70.04616595,70.70611062,76.73913859
Ene 2012,79.79429077,74.57673365,74.60948382,76.35750576,50.11770403,80.92241193,79.85278337,82.14608381,68.54628796,83.02481083,36.17794387,64.76985859,63.29694773,126.9168519,74.39751214,95.19939983,101.5072165,128.7270235,80.33094093,62.89438992,68.46896501,98.57101118,60.84374491,78.31379357,58.85503114,77.845162,47.73351966,73.58354491,103.8359858,68.00614282,69.79495785,80.00975744
Feb-12,79.92009515,74.33184627,74.20045252,71.91538379,49.47604891,68.8774584,77.23225211,67.337897,63.5789906,91.02818067,39.35020907,65.0877859,60.12757056,103.7603254,78.14488275,77.89939193,99.37938144,105.2065549,68.10691471,70.64742932,65.75908728,101.4148229,62.01021905,53.55324503,59.12598771,69.39923978,44.45158009,69.02233506,107.3312114,65.04280067,67.40498446,83.21532669
Mar-12,79.89035957,73.80114326,73.63854407,69.36591245,53.33180879,79.44499676,77.39227019,59.51594968,59.00062204,84.10407037,40.50724594,56.30445098,58.37605327,76.57260262,77.99426078,83.03324647,98.46907216,89.46601034,68.82767097,66.89614765,58.44701041,80.3775222,64.13623511,60.23155102,55.19073357,63.79204034,40.36199978,51.88210619,66.37109156,63.50330366,68.2060123,84.18231401
Abr 2012,79.60596542,73.71860462,73.3205596,67.57624765,56.96561249,89.53014912,71.60526365,60.10841615,56.89352168,75.5937066,41.51668604,58.14178609,57.64907784,67.6288314,74.17417612,78.73805575,100.3092784,79.67599227,70.39740224,68.26278014,58.63807975,79.51162935,65.65562792,55.6912393,54.22819934,59.98938503,38.17181375,59.02343894,56.7227111,61.61969494,68.60062666,85.25000313
May-12,79.95821769,74.14494059,73.64194134,70.10054468,61.10341364,72.33369354,70.80329072,52.28473139,59.35391918,78.95443885,41.95095527,65.66954541,58.58523363,67.08205795,75.36486873,78.97022822,99.76907216,94.68751947,69.72216743,78.84429471,66.2918768,104.3852426,72.44966657,57.18354369,55.35387496,59.58117717,40.44779877,58.84976267,61.85658116,65.29306373,69.26793136,86.5710104
Jun-12,79.97117936,74.48464508,74.07203571,75.83265948,60.72362197,73.74713637,72.65950037,51.98936688,66.43979152,77.71655396,48.08550265,68.31451077,68.24583112,75.68283785,71.97068066,72.23722657,82.5443299,94.48688392,68.07884315,97.95810751,68.44324414,89.18961991,66.59461834,90.11567797,55.54893533,59.59132383,42.96525398,72.98598079,73.84085377,69.76272408,69.89262818,89.24680069
Jul-12,80.48507121,75.5985757,75.43909714,78.49198236,62.42304398,66.41798141,72.58545279,58.09820001,72.52193764,77.51770304,60.63153154,73.00275221,80.47478051,80.37401988,69.16145116,77.12627339,74.5814433,93.70552682,70.31470495,95.40354475,69.12301008,92.37784093,65.65633659,90.38487798,62.08168419,62.48468245,50.38763673,58.46119881,70.03931848,74.18403815,69.89262818,94.65592514
Ago 2012,81.06377139,76.20977094,76.00915904,77.72988725,64.50046409,69.85952021,69.69508713,56.57272917,75.1598896,79.623853,67.02353636,79.91363766,84.05662601,71.02687744,64.02602124,71.26905157,64.38453608,84.52240015,72.98909003,71.53215175,66.28912099,99.94776311,68.56047453,83.63927199,58.91674114,65.36243083,53.69166825,58.13886742,63.58659427,73.47021964,70.01914076,94.415742
